"or","oder"
"Use Custom Settings","Benutzerdefinierte Einstellungen verwenden"
"Based on Product","Auf Produkt basierend"
"Fee cannot be estimated because of next error(s)","Gebührenschätzung wegen folgender Fehler nicht möglich"
"Getting Estimated Fee is in progress...","Gebührenschätzung wird abgerufen..."
"Listing Items","Artikel einstellen"
"This page contains products you have added to the Listing. You can review them and perform necessary actions.
            <br/>You can also add a new M2E Pro Listing or navigate to other Listing directly from this page. Click the icon next to your Listing Title and a drop down menu appears.","Diese Seite enthält Produkte, die Sie dem Angebot hinzugefügt haben. Sie können sie sich ansehen und die erforderlichen Aktionen ausführen.            <br/>Sie können direkt auf dieser Seite auch ein neues M2E Pro-Angebot hinzufügen oder zu einem anderen Angebot wechseln. Wenn Sie auf das Symbol neben Ihrer Artikelbezeichnung klicken, erscheint ein Drop-down-Menü."
"There are three <b>'Views'</b> available to you in Advanced mode:
                <ul class=""list"">
                    <li><b>eBay</b> - displays product information related to eBay. In this mode, you can easily find products by eBay information, perform actions in bulk (i.e. List, Revise, Relist, Stop, etc);</li>
                    <li><b>Magento</b> - displays products information  related to Magento Catalog. In this mode, you can easily find products using magento products information (i.e. Magento QTY, Stock Status, etc);</li>
                    <li><b>Settings</b> - displays information about settings set for products (i.e. Selling settings, eBay categories, etc). In this mode, you can easily find products by settings they use, change the settings in bulk.</li>
                </ul>
                You can switch between modes using dropdown at the top of the product grid.
                <br/>
                <br/><b>Note:</b> If you need to search by magento product attributes which is not presented in the filters of the grid, you can use <b>'Show Advanced Filter'</b> option.
                It's at the top of the page on the right hand side.","Im Modus „Erweitert“ können Sie zwischen drei <b>Ansichten</b> wählen:                <ul class=""list"">                    <li><b>eBay</b>: Zeigt Produktinformationen im Zusammenhang mit eBay an. In diesem Modus können Sie schnell und einfach Produkte anhand von eBay-Informationen finden und Aktionen für mehrere Angebote auf einmal durchführen (Einstellen, Überarbeiten, Wiedereinstellen, Anhalten usw.).</li>                    <li><b>Magento</b>: Zeigt Produktinformationen im Zusammenhang mit dem Magento-Katalog an. In diesem Modus können Sie schnell und einfach Produkte anhand von Magento-Informationen (Magento-Stückzahl, Warenbestandsstatus usw.) finden.</li>                    <li><b>Einstellungen</b>: Zeigt Informationen zu Einstellungen für Produkte an (Verkaufen-Einstellungen, eBay-Kategorien usw.). In diesem Modus können Sie schnell und einfach Produkte anhand der für sie festgelegten Einstellungen finden und die Einstellungen für mehrere Produkte auf einmal ändern.</li>                </ul>                Zum Umschalten zwischen den Modi steht Ihnen das Drop-down-Menü oben im Produktraster zur Verfügung.                <br/>                <br/><b>Hinweis:</b> Für die Suche nach Magento-Produktattributen (nicht in den Filtern im Raster enthalten) können Sie die Option <b>Erweiterten Filter einblenden</b> verwenden. Diese finden Sie rechts oben auf der Seite."
"Add New Listing","Neues Angebot hinzufügen"
"Marketplaces settings have been saved.","Die Einstellungen für den Marktplatz wurden gespeichert."
"You must select at least one marketplace you will work with.","Sie müssen mindestens einen Marktplatz auswählen, in dem Sie aktiv sein werden."
"Synchronization has successfully ended.","Die Synchronisierung wurde abgeschlossen."
"Synchronization ended with warnings. <a target=""_blank"" href=""%url%"">View log</a> for details.","Die Synchronisierung wurde mit Warnungen abgeschlossen. Details dazu finden Sie im <a target=""_blank"" href=""%url%"">Protokoll</a>."
"Synchronization ended with errors. <a target=""_blank"" href=""%url%"">View log</a> for details.","Die Synchronisierung wurde mit Fehlern abgeschlossen. Details dazu finden Sie im <a target=""_blank"" href=""%url%"">Protokoll</a>."
"Some eBay categories were deleted from eBay. Click <a target=""_blank"" href=""%url%"">here</a> to check.","Einige eBay-Kategorien wurden aus eBay gelöscht. Näheres erfahren Sie <a target=""_blank"" href=""%url%"">hier</a>."
"Used in Listing(s)","Verwendet in Angebot(en)"
"Waiting","Bitte warten"
"Processing","In Bearbeitung"
"Completed","Abgeschlossen"
"Enable certain marketplaces you will work with and press the Save And Update button. All necessary marketplace data will be downloaded and synchronized with M2E Pro.
<br/>
It is recommended to update marketplaces when any marketplace changes are announced.
<br/><br/>
<b>Note:</b> Installation and update processes might be time-consuming, depending on the number of enabled marketplaces and your server environment. ","Aktivieren Sie die Marktplätze, mit denen Sie arbeiten werden, und klicken Sie dann auf „Speichern und aktualisieren“. Alle erforderlichen Marktplatzdaten werden heruntergeladen und mit M2E Pro synchronisiert.<br/>Wir empfehlen, die Marktplätze zu aktualisieren, sobald Änderungen in den Marktplätzen angekündigt werden.<br/><br/><b>Hinweis:</b> Die Installation und Aktualisierung kann je nach Menge der aktivierten Marktplätze und Ihrer Serverumgebung etwas mehr Zeit in Anspruch nehmen. "
"Please specify eBay motors compatibility attribute in %s > Configuration > <a target=""_blank"" href=""%s"">General</a>","Bitte geben Sie das eBay Motors-Kompatibilitätsattribut in %s > „Konfiguration“ > „<a target=""_blank"" href=""%s"">Allgemeines</a>“ an. "
"Please edit categories settings for selected products and select the compatibility attribute.","Bitte bearbeiten Sie die Kategorieeinstellungen für ausgewählte Produkte und wählen Sie das Kompatibilitätsattribut aus."
"Add Compatible Vehicles","Fahrzeuge hinzufügen"
"Select the items, compatible with your part and choose one of three actions in the Actions dropdown:
<ul class=list>
    <li><b>Overwrite ePIDs in Compatibility Attribute</b> - replaces items ePIDs in the Compatibility Attribute chosen in %s > Configuration > <a target=""_blank"" href=""%s"">General</a> with selected ones.</li>
    <li><b>Add ePIDs to Compatibility Attribute</b> - adds selected items ePIDs to existing ones in Compatibility Attribute chosen in the General settings.</li>
</ul>
<b>Note:</b> Compatibility items can not be replaced or removed from eBay.","Wählen Sie die Artikel aus, mit denen Ihr Ersatz- oder Zubehörteil kompatibel ist, und wählen Sie im Drop-down-Menü „Aktion“ eine der folgenden drei Aktionen aus:<ul class=list>    <li><b>ePIDs in Kompatibilitätsattribut überschreiben</b>: Ersetzt die ePIDs der Artikel im Kompatibilitätsattribut, das unter %s > „Konfiguration“ > „<a target=""_blank"" href=""%s"">Allgemeines</a>“ ausgewählt wurde, durch ausgewählte ePIDs.</li>    <li><b>ePIDs zu Kompatibilitätsattribut hinzufügen</b>: Fügt den bestehenden ePIDs im Kompatibilitätsattribut, das in den allgemeinen Einstellungen ausgewählt wurde, die ePIDs ausgewählter Artikel hinzu.</li></ul><b>Hinweis:</b> Kompatibilitätsartikel können weder ersetzt noch aus eBay entfernt werden."
"Selected ePIDs","Ausgewählte ePIDs"
"Order Address Information","Angaben zur Rechnungsadresse"
"Buyer Name","Name des Käufers"
"Buyer E-Mail","E-Mail-Adresse des Käufers"
"Street Address","Straße"
"City","Ort"
"Country","Land"
"Region/State","Region/Bundesland"
"Zip/Postal Code","Postleitzahl"
"Telephone","Telefonnummer"
"
This page contains all orders imported from eBay.
Use eBay Accounts dropdown to filter eBay orders by accounts.<br/>
If Magento Order, Invoice or / and Shipment was not created automatically,
you can create them manually by using appropriate options in the Action dropdown.<br/><br/>
<b>Note:</b> Automatic creation of Magento Orders, Invoices, and Shipments executes according to the eBay Accounts settings in %s > Configuration > Accounts > Orders.","Diese Seite enthält alle aus eBay importierten Bestellungen. Verwenden Sie das Dropdown-Menü, um die eBay-Bestellungen nach eBay-Mitgliedskonten zu filtern.<br/>Falls die Magento-Bestellung, die Magento-Rechnung und/oder der Magento-Versand nicht automatisch erstellt wurden, können Sie diese mithilfe der entsprechenden Optionen aus dem Drop-down-Menü „Aktion“ manuell erstellen.<br/><br/><b>Hinweis:</b> Das automatische Erstellen von Magento-Bestellungen, von Magento-Rechnungen und des Magento-Versands erfolgt entsprechend den Einstellungen für das eBay-Konto unter %s > „Konfiguration“ > „Konten“ > „Bestellungen“."
"This Log contains Orders history information.","Dieses Protokoll enthält historische Informationen zu Bestellungen."
"eBay Order","eBay-Bestellung"
"Selling Manager","Verkaufsmanager"
"Sale Time","Uhrzeit des Verkaufs"
"Update Time","Zeit aktualisieren"
"Reservation Time","Reservierungszeit"
"Order Status","Bestellstatus"
"Incomplete","Unvollständig"
"Unknown Error","Unbekannter Fehler"
"Not Shipped","Nicht verschickt"
"Production","Produktion"
"Sandbox","Sandbox"
"Buyer Information","Angaben zum Käufer"
"Customer Name","Name des Kunden"
"Private Restriction","Private Einschränkungen"
"Shipping Address","Lieferadresse"
"Payment Information","Zahlungsinformationen"
"Order Currency","Währung der Bestellung"
"Attention!","Wichtiger Hinweis!"
"Order currency is not enabled in Magento.<br />Please, enable it in System -> Configuration -> Currency Setup.","Die Währung dieser Bestellung ist in Magento nicht aktiviert.<br />Aktivieren Sie sie unter System -> Konfiguration -> Währungseinstellungen."
"There's no rate for Order currency in Magento.<br />Please, add currency convert rate in System -> Manage Currency -> Rates.","Es wurde kein Wechselkurs für die Währung von Bestellungen in Magento festgelegt.<br />Bitte wählen Sie einen Wechselkurs unter System -> Währungen verwalten -> Wechselkurse."
"Payment Date","Zahlungsdatum"
"Payment Method","Zahlungsmethode"
"eBay Account","eBay-Mitgliedskonto"
"eBay Final Fee","eBay-Verkaufsprovision"
"External Transactions","Externe Transaktionen"
"Shipping & Handling Information","Verpackungs- und Versandinformationen"
"Shipping Selected Service","Ausgewählte Versandart"
"Global Shipping Program","Programm zum weltweiten Versand"
"Shipping Cost","Versandkosten"
"Shipping Time","Versandzeit"
"Tracking Details","Einzelheiten zur Sendungsverfolgung"
"Carrier","Versandfirma"
"Number","Nummer"
"Global Shipping Details","Details zum weltweiten Versand"
"Reference ID","Referenznummer"
"eBay Warehouse Address","Adresse des eBay-Lagers"
"Shipping Service","Versandart"
"Transaction Item(s)","Artikel dieser Transaktion"
"Log History","Verlaufsprotokoll"
"Order Totals","Gesamtbetrag für Bestellung"
"Subtotal","Zwischensumme"
"Shipping & Handling","Verpackung und Versand"
"Tax","Steuer"
"Grand Total","Gesamtbetrag"
"Amount Paid","Bezahlter Betrag"
"Amount Saved","Gesparter Betrag"
"Synchronization settings have been saved.","Die Synchronisierungseinstellungen wurden gespeichert."
"Running All Enabled Tasks","Alle aktivierten Aufgaben werden ausgeführt"
"Inventory Synchronization","Warenbestand synchronisieren"
"Orders Synchronization","Bestellungen synchronisieren"
"3rd Party Listings Synchronization","Angebote von Drittanbietern synchronisieren"
"Revise All","Alle überarbeiten"
"enabled","aktiviert"
"If catalog updates in your magento performed using import/export tools, custom scripts or direct changes in database,
                    then, you can use <a target=""_blank"" href=""%s#magento_block_configuration_settings_advanced"">""Track Direct Database Changes""</a> %s functionality to detect changes in products' price and quantity.","Wenn Katalogaktualisierungen in Magento unter Verwendung von Import-/Exporttools, benutzerdefinierten Scripts oder direkten Änderungen in der Datenbank durchgeführt wurden, können Sie die %s-Funktion <a target=""_blank"" href=""%s#magento_block_configuration_settings_advanced"">Direkte Änderungen in der Datenbank nachverfolgen</a> verwenden, um Preis- und Stückzahländerungen bei den Produkten aufzuspüren."
"Updates and synchronizes eBay Listings according to Synchronization Policies' rules.","Aktualisiert und synchronisiert eBay-Angebote entsprechend den Regeln der Synchronisierungsrahmenbedingungen."
"If your eBay listings for some reason were asynchronized with the products in Magento, <a href=""javascript:"" onclick=""%s"">turn on</a> the Revise All action to catch data up.
    <br/>Revise is performed by the Inventory Synchronization, 100 items per a cycle.
<br/><br/>
    ","Wenn Ihre eBay-Angebote aus irgendeinem Grund nicht mehr mit den Produkten in Magento synchron sind, <a href=""javascript:"" onclick=""%s"">aktivieren</a> Sie die Aktion „Alle überarbeiten“, um die Synchronität wiederherzustellen.    <br/>Die Überarbeitung erfolgt durch die Funktion „Warenbestand synchronisieren“, wobei jeweils 100 Artikel auf einmal überarbeitet werden.<br/><br/>    "
"In Progress, start date - ","In Bearbeitung, Startdatum - "
"Finished, end date - ","Abgeschlossen, Enddatum - "
"Imports and synchronizes eBay Orders for accounts, which have enabled Import eBay Orders in their Accounts settings.","Importiert und synchronisiert eBay-Bestellungen für Konten, bei denen in den Kontoeinstellungen die Option „eBay-Bestellungen importieren“ aktiviert wurde."
"Imports buyers' feedback and automatically sends Auto Responses according to eBay Accounts settings.","Importiert Käuferbewertungen und sendet automatische Antworten entsprechend den für das eBay-Konto festgelegten Einstellungen."
"Imports and synchronizes 3rd Party Listings for eBay accounts, which have enabled Import 3rd Party Listings in their Accounts settings.<br/><strong>Note: </strong>Click ""Synchronization Settings"" to configure settings.","Importiert und synchronisiert Drittanbieter-Angebote für eBay-Konten, bei denen in den Kontoeinstellungen „Angebote von Drittanbietern importieren“ aktiviert wurde.<br/><strong>Hinweis: </strong>Klicken Sie zum Konfigurieren der Einstellungen auf „Synchronisierungseinstellungen“."
"Click 'Confirm' and Revise will be performed by the Inventory Synchronization, 100 items per a cycle.","Wenn Sie auf „Bestätigen“ klicken, werden die Angebote durch die Funktion „Warenbestand synchronisieren“ überarbeitet – jeweils 100 Artikel auf einmal."
"Set preferences of data synchronization and Save Settings.<br/>
    To run each task manually, click the Run Now button; to run all the tasks simultaneously click the Run Enabled Now button displayed at the top of the page.<br/>
    <br/><b>Note:</b> Cron job must be set up for automatic synchronization.","Legen Sie die Einstellungen für die Datensynchronisierung fest und klicken Sie auf „Einstellungen speichern“.<br/>    Wenn Sie die einzelnen Aufgaben manuell erledigen möchten, klicken Sie auf „Jetzt ausführen“. Sollen alle Aufgaben gleichzeitig ausgeführt werden, klicken Sie oben auf der Seite auf „Aktivierte jetzt ausführen“.<br/>    <br/><b>Hinweis:</b> Für die automatische Synchronisierung muss ein Cronjob eingerichtet werden."
"This Log contains information on processes, which were done in Synchronization tasks.<br/><br/>
    <b>Note:</b> Logs of Default, Templates, Orders and 3rd Party Listings Synchronizations are only recorded when Error(s) or Warning(s) appears.","Dieses Protokoll enthält Informationen zu Prozessen, die in Synchronisierungsaufgaben ausgeführt wurden.<br/><br/>    <b>Hinweis:</b> Die Protokolle der Synchronisierung von Standardeinstellungen, Vorlagen, Bestellungen und Angeboten von Drittanbietern werden nur dann aufgezeichnet, wenn Fehler oder Warnungen auftreten."
"Adding Image","Bild wird hinzugefügt"
"Condition description must be less then 1000 symbols.","Die Zustandsbeschreibung muss kürzer als 1000 Zeichen sein."
"New, New with tags, New with box, Brand New","„Neu“, „Neu mit Etiketten“, „Neu mit Karton“, „Brandneu“"
"New Other, New without tags, New without box","„Neu: Sonstige“, „Neu ohne Etiketten“, „Neu ohne Karton“"
"Seller Refurbished, Re-manufactured","„Vom Verkäufer aufgearbeitet“, „Austauschteil“"
"Used, Pre-owned, Like new","„Gebraucht“, „Wie neu“"
"If item is not new, you can provide additional details about the item's condition, such as whether it has defects, missing parts, scratches, or other wear and tear. You have up to 1000 characters.","Wenn der Artikel nicht neu ist, können Sie zusätzliche Informationen zum Zustand des Artikels (etwaige Mängel, fehlende Teile, Kratzer oder andere Nutzungsspuren) bereitstellen. Sie können bis zu 1000 Zeichen eingeben."
"Images & Watermark","Bilder und Wasserzeichen"
"The images your potential buyers will see on your eBay listing. Using lots of high-quality pictures provides a great shopping experience and helps to sell your items.<br/>","Die Bilder, die potenzielle Käufer in Ihrem eBay-Angebot sehen. Potenzielle Käufer sind eher geneigt, einen Artikel zu kaufen, wenn Sie qualitativ hochwertige Fotos sehen. <br/>"
"You can add a watermark to your images. <br/><b>Note:</b> The watermark option is only available for the images hosted on Magento.","Sie können Ihren Bildern ein Wasserzeichen hinzufügen. <br/><b>Hinweis:</b> Das Hinzufügen von Wasserzeichen ist nur bei Bildern möglich, die bei Magento gehostet werden."
"Main Image","Hauptbild"
"Product Base Image","Produkthauptbild"
"The first photo appears in the top left of your eBay item and next to your item's title in search results.
                                    <br/><b>Note:</b> Media Image Attribute or Attribute should contain absolute url. e.g. http://mymagentostore.com/images/baseimage.jpg","Das erste Foto wird links oben im Angebot sowie direkt neben der Artikelbezeichnung in den Suchergebnissen angezeigt.                                    <br/><b>Hinweis:</b> Für „Bildattribut“ oder „Attribut“ muss eine absolute URL angegeben werden, z.B. http://mymagentostore.com/images/baseimage.jpg."
"Default Image Url","Standard-Bild-URL"
"From 30 October 2013 eBay does not allow to list products without images. If a product does not have the Main Image this image will be used instead.<br/><b>Note:</b> Use absolute url. e.g. http://mymagentostore.com/images/defaultimage.jpg","Seit dem 30. Oktober 2013 dürfen bei eBay keine Produkte mehr ohne Bilder eingestellt werden. Wenn für ein Produkt kein Hauptbild festgelegt wurde, wird stattdessen dieses Bild verwendet.<br/><b>Hinweis:</b> Verwenden Sie die absolute URL, z.B. http://mymagentostore.com/images/defaultimage.jpg."
"Picture Pack","Bilderpaket"
"Displays larger, more detailed pictures (up to 800w x 800h pixels - 800 pixels on the longest side). <br/><b>Note:</b> This feature may come with additional fee."," Zeigt größere, detailliertere Bilder an (bis zu 800 (Breite) x 800 (Höhe) Pixel - 800 Pixel auf der längsten Seite). <br/><b>Hinweis:</b> Für diese Funktion werden möglicherweise zusätzliche Gebühren fällig."
"Gallery Images","Galeriebilder"
"Product Images","Produktbilder"
"Up to","Bis zu"
"Adds small thumbnails that appear under the large Base Image. You can add up to 11 additional photos to each listing on eBay.
                                    <br/><b>Note:</b> Text, Multiple Select or Dropdown type attribute can be used. The value of attribute must contain absolute urls.
                                    <br/>In Text type attribute urls must be separated with comma.
                                    <br/>e.g. http://mymagentostore.com/images/baseimage1.jpg, http://mymagentostore.com/images/baseimage2.jpg","Fügt kleine Vorschaubilder hinzu, die unter dem großen Hauptbild angezeigt werden. Sie können jedem Angebot bei eBay bis zu 11 zusätzliche Fotos hinzufügen.                                    <br/><b>Hinweis:</b> Die Eingabetypen „Text“, „Mehrfachauswahl“ oder „Drop-down“ können verwendet werden. Der Wert des Attributs muss absolute URLs enthalten.                                    <br/>In Attributen vom Typ Text müssen URLs durch Kommata getrennt werden.                                    <br/>Beispiel: http://mymagentostore.com/images/baseimage1.jpg, http://mymagentostore.com/images/baseimage2.jpg."
"Allows changing images for selected option of multi variation items.(Applicable for Configurable products only).","Erlaubt bei Artikeln mit Varianten das Anzeigen eines Bildes, das zur jeweils gewählten Option passt (gilt nur für konfigurierbare Produkte)."
"Use Watermark","Wasserzeichen verwenden"
"Automatically adds your custom watermark to gallery images.","Fügt Galeriebildern automatisch Ihr eigenes Wasserzeichen hinzu."
"Watermark Upload","Wasserzeichen hochladen"
"Select image that you want to add as a watermark.","Wählen Sie ein Bild, das Sie als Wasserzeichen hinzufügen möchten."
"Watermark Preview","Vorschau des Wasserzeichens"
"Watermark Transparency","Transparenz des Wasserzeichens"
"Disable","Deaktivieren"
"Enable","Aktivieren"
"Sets transparency of watermark image to 30 %.","Legen Sie einen Wert von 30 % für die Transparenz des Wasserzeichens fest."
"Scale Watermark Image","Größe des Wasserzeichens"
"In Width","Breite"
"Full Image","Vollbild"
"Scales watermark image in width or full image.","Legt die Größe des Wasserzeichens auf Breite oder Vollbild fest."
"Watermark Position","Position des Wasserzeichens"
"Top","Oben"
"Middle","Mitte"
"Bottom","Unten"
"Watermark position on the image.","Position des Wasserzeichens im Bild."
"Details","Details"
"Custom Title","Eigene Überschrift"
"This is the title buyers will see on eBay. A good title means more buyers viewing your listing and your item selling for the best price.","Diese Artikelbezeichnung wird den Käufern bei eBay angezeigt. Eine gute Artikelbezeichnung zieht mehr potenzielle Käufer an und erhöht die Chancen, dass Ihr Artikel für den bestmöglichen Preis verkauft wird."
"Add Subtitle","Untertitel hinzufügen"
"Adding subtitle to eBay item.
                                    <br/><b>Note:</b> An additional fee may be charged for an item subtitle. Find out more about <a href=""http://sellercentre.ebay.co.uk/insertion-fees-business-sellers"" target=""_blank"">eBay Insertion Fees</a>.","Untertitel wird dem eBay-Artikel hinzugefügt.                                    <br/><b>Hinweis:</b> Für das Anzeigen eines Untertitels kann eine zusätzliche Gebühr anfallen. Mehr zum Thema <a href=""http://sellercentre.ebay.co.uk/insertion-fees-business-sellers"" target=""_blank"">eBay-Angebotsgebühren</a>."
"Cut Long Titles","Lange Bezeichnungen kürzen"
"Automatically shortens titles to 80 characters and subtitles to 55 characters to fit on eBay.","Kürzt Artikelbezeichnungen automatisch auf 80 Zeichen und Untertitel auf 55 Zeichen, damit sie den eBay-Anforderungen entsprechen."
"It is possible to choose a Product Description or Product Short Description, which will be taken from Magento.
                    <br/>Or you can create a Custom Description by adding necessary information, appropriate attributes from dropdown lists and image tags.","Sie können Produktbeschreibungen oder kurze Produktbeschreibungen aus Magento wählen.                    <br/>Alternativ können Sie eine eigene Beschreibung erstellen, indem Sie wichtige Informationen hinzufügen, passende Attribute aus den Drop-down-Listen auswählen und Bilder-Tags einfügen."
"Description Source","Quelle der Produktbeschreibung"
"Custom Description","Eigene Beschreibung"
"Item's description source for eBay Listing.
                                                <br/>
                                                <br/>It is possible to create custom description in 2 modes:
                                                <br/><b>WYSIWYG</b> - allows creating simple good looking product description. No HTML knowledge is required.
                                                <br/><b>HTML</b> - allows using HTML tags and CSS styles for the description. You can create much more complex, improved and advanced item's description using this mode.","Quelle der Artikelbeschreibung für das eBay-Angebot.                                                <br/>                                                <br/>Zum Erstellen eigener Beschreibungen stehen 2 Modi zur Verfügung:                                                <br/><b>WYSIWYG</b>: Ermöglicht es, auf einfache Weise gut aussehende Produktbeschreibungen zu erstellen. Hierfür sind keine HTML-Kenntnisse erforderlich.                                                <br/><b>HTML</b>: Ermöglicht die Verwendung von HTML-Tags und CSS-Styles für die Beschreibung. Mit diesem Modus können Sie wesentlich komplexere und technisch anspruchsvollere Artikelbeschreibungen erstellen."
"Custom Description Inserts","Einfügen einer eigenen Beschreibung"
"M2ePro Attribute","Attribut „M2ePro“"
"Product Image(s)","Produktbilder"
"Add Image(s)","Bild(er) hinzufügen"
"Displaying Images","Bilder werden angezeigt"
"Gallery View","Galerieansicht"
"Image(s) Width","Bildbreite"
"Main Image Width","Breite des Hauptbilds"
"Original","Original"
"Custom","Individuell"
"Image(s) Height","Bildhöhe"
"Main Image Height","Höhe des Hauptbilds"
"Image(s) Margin","Bildrand"
"Images Layout","Bildanordnung"
"Horizontal","Horizontal"
"Vertical","Vertikal"
"Gallery Hint","Hinweis zur Galerie"
"Click on the image below to get zoomed view of the item","Klicken Sie unten auf das Bild, um den Bildausschnitt zu vergrößern"
"Open original size image<br/> in a new  window","Öffnet das Bild in<br/>Originalgröße in einem neuen Fenster"
"Choose configuration how the image(s) should be displayed and press the <i>Insert</i> button. Image's tag will be added to the end of the text.","Wählen Sie, wie Bilder angezeigt werden sollen, und klicken Sie auf <i>Einfügen</i>. Das Bild-Tag wird am Ende des Texts hinzugefügt."
"eBay Catalog Identifier","eBay-Katalog-Identifikator"
"EAN","EAN"
"European Article Number, (now called International Article Number). This barcode is a superset of the UPC.","Europäische Artikelnummer (jetzt „Internationale Artikelnummer“ genannt). Dieser Barcode ist eine Übermenge des UPC."
"UPC","UPC"
"The Universal Product Code is a barcode usually consisting of 12 numerical digits, which are unique for each item.","Der universelle Produktcode ist ein üblicherweise aus 12 numerischen Stellen bestehender Barcode, mit dem jeder Artikel eindeutig identifiziert werden kann."
"ePID (Product Reference ID)","ePID (Produktreferenznummer)"
"An eBay Product ID is eBay's global reference ID for a catalog product.","Die eBay-Referenznummer (eBay Product Reference ID) ist die globale Referenznummer für ein Katalogprodukt bei eBay."
"ISBN","ISBN"
"The International Standard Book Number is a uniquenumeric book identifier.","Die internationale Standardbuchnummer ist eine aus Ziffern bestehende Nummer zur eindeutigen Identifizierung von Büchern."
"Upgrade Tools","eBay-Tools"
"Value Pack","Basispaket"
"Value Pack Bundle","Basispaket-Produktbündel"
"Combine Gallery, Subtitle, and Listing Designer and you will get a discount.","Kombinieren Sie Galerie-, Untertitel- und Angebotsvorlagen und erhalten Sie einen Rabatt."
"Listing Upgrades","Zusatzoptionen"
"Bold listing title","Artikelbezeichnung in Fettschrift"
"Find out about <a href=""http://sellercentre.ebay.co.uk/fees-optional-listing-features"" target=""_blank"">eBay optional listing features</a>","Mehr zu <a href=""http://sellercentre.ebay.co.uk/fees-optional-listing-features"" target=""_blank"">Zusatzoptionen beim Einstellen von eBay-Angeboten</a>"
"Highlight","Highlight"
"Adding an eye-catching background to your listing in search results.","Heben Sie Ihr Angebot in den Suchergebnissen mit einem prägnanten Hintergrund hervor."
"Gallery Type","Galerietyp"
"Gallery Picture","Galeriebild"
"Gallery Plus","Galerie Plus"
"Gallery Featured","Top-Angebot in Galerie"
"Hit Counter","Besucherzähler"
"No Hit Counter","Kein Besucherzähler"
"Basic Style","Regulärer Stil"
"Green LED","Grüne LED"
"Hidden Style","Ausgeblendeter Stil"
"Honesty Style","Honesty-Stil"
"Retro Style","Retro-Stil"
"Count the number of visitors to your eBay listing.<br/><b>Note:</b> Green LED and Honesty Style styles are available only in the US.","Mit einem Besucherzähler in Ihrem Angebot wird angezeigt, wie viele Nutzer das Angebot bereits besucht haben.<br/><b>Hinweis:</b> Die Besucherzähler-Stile „Grüne LED“ und „Honesty-Stil“ sind nur in den USA verfügbar."
"Select Product","Produkt auswählen"
"Enter Product Id","Geben Sie die Produkt-ID ein"
"Select the payment, shipping and cross border options you would like eBay to use.","Wählen Sie die Optionen für die Bezahlung, den Versand und den Verkauf ins Ausland aus, die eBay verwenden soll."
"Remember, you can amend Payment and Shipping Settings at any time.","Die Zahlungs- und Versandeinstellungen können jederzeit geändert werden."
"Policy title is not unique.","Der Titel der Rahmenbedingungen ist nicht eindeutig."
"You can adjust how long your items will be active on eBay. You can also choose the price on eBay in relation to your store price. You might want to increase your selling price to take into account the eBay seller fees, or reduce your price to be competitive.","Sie können festlegen, wie lange Ihre Angebote auf eBay aktiv bleiben sollen. Sie können außerdem auch den Preis auf eBay im Verhältnis zu Ihrem Shop-Preis festlegen. So könnten Sie z.B. einen höheren Verkaufspreis festlegen, um die eBay-Verkäufergebühren zu berücksichtigen, oder Ihren Preis reduzieren, um konkurrenzfähig zu sein."
"Remember, you can amend Selling Settings at any time.","Denken Sie daran, dass Sie die Einstellungen für das Verkaufen jederzeit ändern können."
"Sync your accounts so you are always on top of your stock control and inventory.","Synchronisieren Sie Ihre Konten, damit Sie stets den Überblick über Ihren Warenbestand behalten."
"Remember, you can amend Synchronization Settings at any time.","Die Synchronisierungseinstellungen lassen sich jederzeit anpassen."
"There are 4 rule settings:
        <br/>
        <ul class=""list"">
            <li style=""list-style: decimal !important;"">List Rules</li>
            <li style=""list-style: decimal !important;"">Revise Rules</li>
            <li style=""list-style: decimal !important;"">Relist Rules</li>
            <li style=""list-style: decimal !important;"">Stop Rules</li>
        </ul>
        <b>Note:</b> Inventory Synchronization setting must be enabled in Synchronization (Configuration > Synchronization).
        Otherwise, Synchronization Policy Rules will not take effect.","Es gibt vier Einstellungen für Regeln:        <br/>        <ul class=""list"">            <li style=""list-style: decimal !important;"">Regeln für das Einstellen</li>            <li style=""list-style: decimal !important;"">Regeln für das Überarbeiten</li>            <li style=""list-style: decimal !important;"">Regeln für das Wiedereinstellen</li>            <li style=""list-style: decimal !important;"">Regeln für das Anhalten</li>        </ul>    <b>Hinweis:</b> Die Einstellung „Warenbestand synchronisieren“ muss unter „Konfiguration“ > „Synchronisierung“ aktiviert werden. Andernfalls können die Regeln der Synchronisierungsbedingungen nicht angewendet werden."
"Be careful when you edit policies, as all changes you have made will be automatically applied to all M2E listings where these policies are used.
    <br/>If a policy is used in a M2E Listing, it cannot be deleted.","Seien Sie bei der Bearbeitung der Bedingungen vorsichtig, da alle vorgenommenen Änderungen automatisch auf alle M2E-Angebote angewendet werden, bei denen diese Bedingungen verwendet werden.    <br/>Wenn eine Bedingung in einem M2E-Angebot verwendet wird, kann sie nicht gelöscht werden."
"Payment method should be specified.","Sie müssen eine Zahlungsmethode festlegen."
"PayPal","PayPal"
"PayPal Accepted","PayPal akzeptiert"
"PayPal Email Address","E-Mail-Adresse für PayPal"
"Email address for receiving payment.","E-Mail-Adresse für den Zahlungsempfang."
"Immediate Payment Required","Sofortige Bezahlung erforderlich"
